110444,13001,0
110444,13020,3
110445,13014,7
110446,13006,16
110446,13021,8
110447,13014,11
110447,13015,1
110447,13020,10
110448,13017,18
110448,13019,1
110448,13011,6
110449,13003,15
110450,13011,8
110451,13015,7
110452,13003,12
110453,13002,2
110453,13005,10
110453,13020,2
110454,13019,3
110454,13022,1
110455,13017,3
110456,13015,8
110457,13015,5
110458,13012,7
110458,13011,0
110459,13015,0
110459,13017,4
110459,13019,6
110460,13017,1
110460,13013,3
110460,13019,6
110461,13002,10
110461,13017,5
110461,13005,9
110462,13004,2
110462,13011,0
110463,13002,7
110463,13017,5
110463,13011,18
110464,13015,11
110465,13003,5
110466,13016,3
110466,13013,5
110467,13014,2
110468,13001,10
110468,13013,39
110468,13026,12
110469,13021,15
110470,13020,1
110471,13003,3
110472,13001,9
110473,13002,1
110473,13020,0
110474,13011,0
110474,13027,7
110475,13021,3
110476,13014,0
110476,13011,1
110477,13016,2
110478,13014,1
110479,13015,0
110479,13017,0
110479,13019,1
110480,13016,1
110480,13013,0
110481,13001,3
110481,13011,5
110482,13012,2
110482,13011,3
110483,13001,6
110483,13024,0
110483,13027,0
110484,13001,4
110485,13015,1
110486,13015,1
110486,13013,18
110487,13015,4
110488,13017,4
110489,13006,6
110490,13013,5
110491,13006,12
110492,13003,3
110492,13016,16
110493,13003,4
110493,13013,12
110494,13001,2
110494,13019,0
110494,13022,3
110495,13001,5
110495,13011,1
110496,13016,5
110496,13013,3
110497,13016,4
110498,13016,27
110498,13017,17
110499,13003,16
110499,13011,13
110500,13015,6
110501,13014,1
110502,13003,1
110503,13016,9
110503,13013,2
110504,13015,4
110505,13016,0
110505,13017,17
110505,13013,2
110506,13014,7
110507,13014,3
110508,13017,10
110508,13013,3
110509,13004,27
110509,13011,21
110510,13015,1
110511,13001,1
110511,13011,0
110512,13004,1
110513,13015,6
110513,13017,0
110514,13002,10
110515,13015,2
110515,13013,4
110516,13016,1
110516,13012,4
110516,13011,2
110517,13014,0
110517,13015,1
110518,13015,9
110519,13011,48
110520,13014,16
110521,13027,14
110522,13015,13
110523,13014,8
110524,13006,1
110525,13016,15
110525,13013,21
110525,13005,5
110526,13002,5
110526,13020,7
110527,13015,4
110528,13011,0
110528,13024,4
110529,13012,10
110529,13020,8
110529,13011,0
110530,13014,4
110531,13027,1
110532,13011,14
110532,13027,21
110533,13014,31
110533,13005,4
110533,13025,1
110534,13016,2
110534,13017,14
110534,13013,0
110535,13014,4
110536,13004,3
110536,13015,3
110536,13025,12
110537,13014,1
110537,13003,3
110538,13001,1
110538,13011,3
110539,13003,6
110539,13016,3
110539,13012,3
110540,13001,35
110540,13020,21
110541,13017,12
110541,13013,3
110542,13014,6
110542,13006,8
110543,13004,9
110544,13003,0
110544,13012,2
110544,13011,2
110545,13015,9
110545,13013,2
110545,13024,5
110546,13001,4
110546,13011,0
110546,13025,8
110547,13014,1
110548,13014,12
110549,13014,3
110550,13015,6
110551,13025,1
110552,13003,15
110552,13017,7
110553,13015,9
110554,13016,3
110554,13017,22
110555,13015,1
110556,13001,5
110556,13011,0
110557,13001,5
110558,13003,4
110559,13013,5
110559,13012,1
110559,13011,1
110560,13017,1
110560,13013,1
110561,13001,1
110561,13026,7
110562,13012,7
110562,13011,2
110563,13011,6
110564,13012,11
110565,13015,14
110566,13016,2
110566,13017,3
110566,13013,0
110567,13015,1
110568,13013,8
110568,13019,0
110568,13022,3
110569,13015,13
110569,13017,10
110569,13013,1
110570,13015,19
110571,13027,6
110572,13001,2
110573,13011,2
110574,13001,6
110574,13015,0
110575,13001,10
110576,13014,2
110577,13004,5
110577,13027,3
110578,13011,0
110578,13027,7
110579,13001,5
110579,13020,4
110580,13015,3
110581,13014,12
110582,13001,11
110583,13014,8
110583,13002,0
110583,13020,5
110584,13002,8
110584,13013,1
110584,13020,1
110585,13014,7
110586,13001,2
110586,13011,2
110587,13025,1
110588,13015,12
110588,13017,3
110588,13019,0
110589,13016,1
110590,13013,1
110591,13015,1
110592,13004,18
110593,13015,1
110594,13017,11
110594,13019,0
110594,13022,0
110595,13021,6
110596,13016,1
110597,13011,1
110598,13017,0
110598,13013,3
110599,13014,2
110599,13011,2
110600,13017,39
110600,13011,0
110601,13017,7
110602,13001,1
110602,13020,0
110602,13025,0
110603,13003,8
110603,13017,0
110603,13013,0
110604,13012,1
110604,13011,5
110605,13002,6
110605,13015,3
110605,13020,3
110606,13014,3
110607,13016,1
110608,13002,8
110608,13020,15
110609,13001,4
110609,13021,5
110610,13001,12
110610,13025,13
110611,13016,17
110612,13003,3
